Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError,measureAttributesUsed,measureNumIterations
pima_diabetes,5,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.4296296296296297,0.29290665867500454,0.4274466810882973,64.38106938071797,89.57850383920749,71.96830017538234,72.25446347605899,-0.2861633006766482,0.9346532490309395,0.9383696555332336,-0.0037164065022941323,24.729358030162725,0.3211604938982172,2649.5061526265226,0.8,40.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.2,10.0,0.8,0.8,0.8000000000000002,0.7992592592592592,0.7402597402597403,0.31063011063011065,0.6893698893698894,0.2597402597402597,0.7402597402597403,0.7402597402597403,0.7402597402597404,0.7992592592592592,0.968,0.0,0.9,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,5,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.519280205655527,0.2739329922078571,0.41140519619614985,60.210645455383485,86.21674603507803,71.96830017538234,59.42796488933911,12.54033528604323,0.9346532490309395,0.7717917518095988,0.16286149722134066,27.880631250040302,0.36208612013039354,2987.133913706655,0.82,41.0,0.2962962962962963,8.0,0.7037037037037037,19.0,0.18,9.0,0.8367346938775511,0.82,0.8282828282828283,0.8414814814814815,0.7792207792207793,0.2555170755170755,0.7444829244829244,0.22077922077922077,0.7812748476013783,0.7792207792207793,0.7801128164764528,0.8414814814814815,1.068,0.001,1.01,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,5,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,61.0,16.0,0.0,79.22077922077922,20.77922077922078,0.0,0.5012145748987855,0.23151389754976315,0.3870324323668494,50.886901541182596,81.10903128409113,71.96830017538234,51.482524221333605,20.485775954048734,0.9346532490309395,0.6686042106666702,0.26604903836426924,34.767673884306035,0.45152823226371475,3725.012422749705,0.94,47.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.06,3.0,0.7833333333333333,0.94,0.8545454545454546,0.8844444444444445,0.7922077922077922,0.3336892736892737,0.6663107263107262,0.2077922077922078,0.7974280621339445,0.7922077922077922,0.7780401416765054,0.8844444444444445,1.018,0.0,0.94,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,5,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.3744680851063831,0.29021431732659914,0.447458794839274,63.78929104446448,93.7723724262985,71.96830017538234,73.68305475380744,-1.7147545784251008,0.9346532490309395,0.9569227890104862,-0.022269539979546765,25.32232025563214,0.3288613020211966,2713.0361910019665,0.84,42.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.16,8.0,0.7636363636363637,0.84,0.8000000000000002,0.7851851851851852,0.7272727272727273,0.3687542087542087,0.6312457912457912,0.2727272727272727,0.71900826446281,0.7272727272727273,0.7198515769944341,0.7851851851851851,1.04,0.001,1.0,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,5,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,58.0,18.0,0.0,76.3157894736842,23.68421052631579,0.0,0.4429967426710099,0.30341858533807503,0.4353031881198678,67.02760037305835,91.74268045455014,70.45387453942844,72.8234450330229,-2.369570493594466,0.9270246649924795,0.9582032241187225,-0.031178559126242976,22.62177447662468,0.29765492732400894,2421.5216190515325,0.88,44.0,0.46153846153846156,12.0,0.5384615384615384,14.0,0.12,6.0,0.7857142857142857,0.88,0.830188679245283,0.7538461538461538,0.7631578947368421,0.34469635627530365,0.6553036437246963,0.23684210526315788,0.756390977443609,0.7631578947368421,0.7544147489313932,0.7538461538461538,1.292,0.0,1.05,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,5,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,51.0,25.0,0.0,67.10526315789474,32.89473684210526,0.0,0.301470588235294,0.3845022746845354,0.47793899748797936,84.93963802965786,100.72842542847087,70.45387453942844,82.49821335278237,-12.044338813353932,0.9270246649924795,1.0855028072734523,-0.1584781422809728,8.898869344452999,0.11709038611122367,952.5691507964808,0.7,35.0,0.38461538461538464,10.0,0.6153846153846154,16.0,0.3,15.0,0.7777777777777778,0.7,0.7368421052631577,0.7161538461538461,0.6710526315789473,0.355668016194332,0.644331983805668,0.32894736842105265,0.6882663648368232,0.6710526315789473,0.6768236380424746,0.7161538461538463,1.396,0.0,0.93,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,6,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4534927157265597,0.3171400294561228,0.4238649169341139,69.70757965073197,88.82788607041402,71.96830017538248,68.71133197145514,3.256968203927343,0.9346532490309413,0.8923549606682486,0.04229828836269277,21.744560358338603,0.2823968877706312,2329.714600164969,0.82,41.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.18,9.0,0.803921568627451,0.82,0.8118811881188118,0.7807407407407407,0.7532467532467533,0.3036171236171236,0.6963828763828764,0.24675324675324675,0.7512977218859571,0.7532467532467533,0.7521404431548276,0.7807407407407407,0.67,0.0,0.66,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.4524212665086353,0.33036872788900634,0.4455996120039871,72.61525595784198,93.38274999122773,71.96830017538248,68.20212654584974,3.7661736295327444,0.9346532490309413,0.8857419031928537,0.04891134583808759,19.300078920321212,0.25065037558858716,2067.8125887132874,0.68,34.0,0.18518518518518517,5.0,0.8148148148148148,22.0,0.32,16.0,0.8717948717948718,0.68,0.7640449438202247,0.7962962962962963,0.7272727272727273,0.23245791245791247,0.7675420875420876,0.2727272727272727,0.7691080848975587,0.7272727272727273,0.7334957177653806,0.7962962962962963,0.665,0.0,0.67,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.3148936170212767,0.3226319462909229,0.48373158528528315,70.91470645479247,101.37393407593824,71.96830017538248,107.99038185257992,-36.022081677197434,0.9346532490309413,1.4024724915919469,-0.46781924256100565,19.635177062284754,0.2550022995101916,2103.715040680832,0.82,41.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.18,9.0,0.7454545454545455,0.82,0.780952380952381,0.7303703703703703,0.7012987012987013,0.3998172198172198,0.6001827801827802,0.2987012987012987,0.6912632821723731,0.7012987012987013,0.6931707748034278,0.7303703703703703,0.871,0.0,0.85,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.41974378296910325,0.27568308737066655,0.41139881808669687,60.595317482333755,86.21540939701904,71.96830017538248,75.94588068499353,-3.9775805096110446,0.9346532490309413,0.9863101387661497,-0.05165688973520837,27.25771960436235,0.3539963584982123,2920.3950911398333,0.82,41.0,0.4074074074074074,11.0,0.5925925925925926,16.0,0.18,9.0,0.7884615384615384,0.82,0.803921568627451,0.797037037037037,0.7402597402597403,0.32766714766714766,0.6723328523328522,0.2597402597402597,0.7364035964035964,0.7402597402597403,0.7378112083994437,0.7970370370370369,0.792,0.0,0.79,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.2174105170128148,0.3256275998494365,0.48041672382750333,71.57315300723242,100.67925017041313,71.96830017538248,116.1262776638488,-44.157977488466315,0.9346532490309413,1.5081334761538805,-0.5734802271229391,19.284342968223882,0.25044601257433613,2066.126637066324,0.96,48.0,0.7777777777777778,21.0,0.2222222222222222,6.0,0.04,2.0,0.6956521739130435,0.96,0.8067226890756302,0.6703703703703704,0.7012987012987013,0.5190764790764791,0.4809235209235209,0.2987012987012987,0.7147092038396387,0.7012987012987013,0.6440685365055113,0.6703703703703704,0.717,0.0,0.72,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,61.0,16.0,0.0,79.22077922077922,20.77922077922078,0.0,0.5012145748987855,0.261838172623598,0.3952078643812817,57.55219643847196,82.82232793720216,71.96830017538248,67.22631279612918,4.7419873792533025,0.9346532490309413,0.873068997352327,0.06158425167861432,31.026171291614318,0.40293728950148466,3324.14742142967,0.94,47.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.06,3.0,0.7833333333333333,0.94,0.8545454545454546,0.8222222222222222,0.7922077922077922,0.3336892736892737,0.6663107263107262,0.2077922077922078,0.7974280621339445,0.7922077922077922,0.7780401416765054,0.8222222222222221,0.821,0.001,0.81,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.3879173290937998,0.29827831124969534,0.45387247939987785,65.56176202411757,95.11646583596713,71.96830017538248,90.14223795954874,-18.173937784166256,0.9346532490309413,1.1706784150590746,-0.2360251660281332,24.086020276033345,0.3128054581303032,2580.5788745425675,0.88,44.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.12,6.0,0.7586206896551724,0.88,0.8148148148148148,0.7903703703703704,0.7402597402597403,0.3787782587782587,0.6212217412217412,0.2597402597402597,0.7325288141985057,0.7402597402597403,0.7272936403371186,0.7903703703703704,0.94,0.001,0.9,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.40616966580976865,0.27855821415856474,0.41659500347160133,61.22727217413684,87.304355768683,71.96830017538248,56.25637650738574,15.711923667996743,0.9346532490309413,0.7306022923037109,0.20405095672723042,27.082451705404047,0.35172015201823437,2901.616869073512,0.78,39.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.22,11.0,0.7959183673469388,0.78,0.7878787878787878,0.857037037037037,0.7272727272727273,0.31764309764309767,0.6823569023569024,0.2727272727272727,0.7297243572753777,0.7272727272727273,0.7283746556473828,0.8570370370370372,1.044,0.0,0.97,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,6,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,60.0,16.0,0.0,78.94736842105263,21.05263157894737,0.0,0.5323076923076924,0.27452892580438243,0.4019124398092236,60.64564274847706,84.70538590673671,70.45387453942848,56.169231232403554,14.284643307024929,0.92702466499248,0.7390688320053099,0.1879558329871701,28.071484780410486,0.3693616418475064,3004.8795396170217,0.84,42.0,0.3076923076923077,8.0,0.6923076923076923,18.0,0.16,8.0,0.84,0.84,0.8399999999999999,0.8307692307692308,0.7894736842105263,0.257165991902834,0.742834008097166,0.21052631578947367,0.7894736842105263,0.7894736842105263,0.7894736842105262,0.8307692307692308,0.889,0.0,0.89,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,6,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,50.0,26.0,0.0,65.78947368421052,34.21052631578947,0.0,0.2537764350453173,0.32170661622126356,0.4488236986821184,71.06757315284958,94.59220674782726,70.45387453942848,78.40332175475646,-7.949447215327979,0.92702466499248,1.0316226546678482,-0.10459798967536814,18.74556672784824,0.24665219378747683,2006.5974550211552,0.72,36.0,0.46153846153846156,12.0,0.5384615384615384,14.0,0.28,14.0,0.75,0.72,0.7346938775510204,0.7423076923076923,0.6578947368421053,0.3994331983805668,0.6005668016194331,0.34210526315789475,0.6644736842105263,0.6578947368421053,0.660739149460954,0.7423076923076922,0.906,0.0,0.89,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,7,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.4936170212765959,0.277281209605702,0.4374343842024483,60.94658576335565,91.6715917992729,71.96830017538234,98.22949971050285,-26.26119953512051,0.9346532490309395,1.275707788448089,-0.34105453941714947,28.072650756636854,0.3645798799563228,3007.706904866852,0.88,44.0,0.4074074074074074,11.0,0.5925925925925926,16.0,0.12,6.0,0.8,0.88,0.8380952380952381,0.7844444444444445,0.7792207792207793,0.3066281866281866,0.6933718133718133,0.22077922077922077,0.7744982290436836,0.7792207792207793,0.7732131813764467,0.7844444444444445,0.693,0.0,0.69,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4131568391496189,0.29107021305000874,0.44116769216698964,63.977417467403306,92.45396807362636,71.96830017538234,94.04506870436649,-22.076768528984147,0.9346532490309395,1.2213645286281363,-0.2867112795971967,25.34891774614993,0.3292067239759731,2715.8858490757975,0.9,45.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.1,5.0,0.7627118644067796,0.9,0.8256880733944953,0.7533333333333333,0.7532467532467533,0.37176527176527174,0.6282347282347283,0.24675324675324675,0.74851419766674,0.7532467532467533,0.7387584892172047,0.7533333333333333,0.689,0.001,0.69,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.36041892379920554,0.3217941299420415,0.46434532811969637,70.7305538898433,97.31122406140747,71.96830017538234,101.5598527120245,-29.591552536642155,0.9346532490309395,1.3189591261301883,-0.38430587709924874,20.194873373044736,0.26227108276681477,2163.6809652775078,0.74,37.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.26,13.0,0.7872340425531915,0.74,0.7628865979381443,0.7666666666666667,0.7012987012987013,0.33166907166907167,0.6683309283309283,0.2987012987012987,0.7098922354241503,0.7012987012987013,0.7045401695428826,0.7666666666666667,0.947,0.0,0.94,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.32670906200317973,0.3099010066683609,0.45277714747744086,68.11643784994187,94.88692096134228,71.96830017538234,67.8224430416662,4.1458571337161345,0.9346532490309395,0.8808109485930676,0.05384230043787187,21.97222788824407,0.2853536089382347,2354.106924482571,0.86,43.0,0.5555555555555556,15.0,0.4444444444444444,12.0,0.14,7.0,0.7413793103448276,0.86,0.7962962962962963,0.7644444444444445,0.7142857142857143,0.40984126984126984,0.5901587301587301,0.2857142857142857,0.7028778843660877,0.7142857142857143,0.7000230043708305,0.7644444444444445,0.778,0.0,0.77,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.5024705435195743,0.2731774089485516,0.4153891074190523,60.044567775687476,87.0516403565574,71.96830017538234,74.84942448611403,-2.8811243107316926,0.9346532490309395,0.9720704478716108,-0.03741719884067133,28.63450091930834,0.37187663531569276,3067.903593395386,0.86,43.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.14,7.0,0.8113207547169812,0.86,0.8349514563106797,0.8162962962962963,0.7792207792207793,0.2895911495911496,0.7104088504088504,0.22077922077922077,0.775208282283754,0.7792207792207793,0.7759425040978439,0.8162962962962963,0.781,0.0,0.78,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.4296296296296297,0.33319149414983185,0.48774626108775615,73.23570177257965,102.21527562260643,71.96830017538234,144.68903313346408,-72.72073295808174,0.9346532490309395,1.8790783523826504,-0.9444251033517109,18.36192971171544,0.23846661963266805,1967.2991788119493,0.8,40.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.2,10.0,0.8,0.8,0.8000000000000002,0.76,0.7402597402597403,0.31063011063011065,0.6893698893698894,0.2597402597402597,0.7402597402597403,0.7402597402597403,0.7402597402597404,0.7599999999999999,0.961,0.001,0.85,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,61.0,16.0,0.0,79.22077922077922,20.77922077922078,0.0,0.5012145748987855,0.25414897502920997,0.4025692694375733,55.862105929619226,84.36503181179552,71.96830017538234,87.92524374924969,-15.956943573867349,0.9346532490309395,1.1418862824577882,-0.20723303342684868,31.96366654868028,0.41511255258026336,3424.5907668907535,0.94,47.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.06,3.0,0.7833333333333333,0.94,0.8545454545454546,0.8303703703703704,0.7922077922077922,0.3336892736892737,0.6663107263107262,0.2077922077922078,0.7974280621339445,0.7922077922077922,0.7780401416765054,0.8303703703703704,0.885,0.0,0.85,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.6057502953918867,0.27343520894462786,0.39389011404368307,60.10123237835924,82.5461716143243,71.96830017538234,55.453414884715755,16.514885290666584,0.9346532490309395,0.7201742192820227,0.21447902974891667,29.291187599197652,0.3804050337558137,3138.261076860684,0.94,47.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.06,3.0,0.8245614035087719,0.94,0.8785046728971964,0.8311111111111111,0.8311688311688312,0.26153920153920157,0.7384607984607984,0.16883116883116883,0.8334814308498518,0.8311688311688312,0.8241188121880109,0.8311111111111111,0.918,0.001,0.89,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,7,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,57.0,19.0,0.0,75.0,25.0,0.0,0.43944099378881984,0.2629217635565812,0.4098563377805466,58.081527462842615,86.37960863938979,70.45387453942844,58.780224063726166,11.673650475702274,0.9270246649924795,0.7734240008385022,0.1536006641539773,29.203384234680406,0.38425505571947904,3126.0424042693708,0.82,41.0,0.38461538461538464,10.0,0.6153846153846154,16.0,0.18,9.0,0.803921568627451,0.82,0.8118811881188118,0.8284615384615385,0.75,0.31461538461538463,0.6853846153846154,0.25,0.7478431372549019,0.75,0.7487866433702193,0.8284615384615385,0.656,0.0,0.65,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,7,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,692.0,76.0,62.0,14.0,0.0,81.57894736842105,18.42105263157895,0.0,0.5667752442996743,0.24059906520959695,0.3919340780311388,53.150264262920786,82.60238808579118,70.45387453942844,68.0755536046836,2.378320934744835,0.9270246649924795,0.895730968482679,0.03129369650980046,33.79385103480665,0.44465593466850856,3617.423600272814,0.92,46.0,0.38461538461538464,10.0,0.6153846153846154,16.0,0.08,4.0,0.8214285714285714,0.92,0.8679245283018867,0.82,0.8157894736842105,0.28040485829959516,0.719595141700405,0.18421052631578946,0.8140977443609022,0.8157894736842105,0.8089892491688613,0.82,0.66,0.0,0.66,0.0,13813.0,71894.0,9678.0,?,?,?,?,?,?,?
pima_diabetes,8,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.619536297985557,0.23976387275670571,0.3826319113220231,52.70025132500128,80.18682950139193,71.96830017538234,59.82313150808744,12.145168667294897,0.9346532490309395,0.7769237858193174,0.15772946321162204,34.64107635678963,0.4498841085297355,3711.448749659085,0.9,45.0,0.2962962962962963,8.0,0.7037037037037037,19.0,0.1,5.0,0.8490566037735849,0.9,0.8737864077669903,0.8762962962962964,0.8311688311688312,0.22746512746512743,0.7725348725348725,0.16883116883116883,0.8289328595932369,0.8311688311688312,0.8286619148983513,0.8762962962962964,0.67,0.001,0.67,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,8,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.37651821862348184,0.2852344945260653,0.43793449134473333,62.69472283398013,91.77639750147449,71.96830017538234,84.61013688545953,-12.641836710077186,0.9346532490309395,1.0988329465644093,-0.16417969753346995,26.261611708550767,0.34105989231884115,2813.6719810852337,0.9,45.0,0.5555555555555556,15.0,0.4444444444444444,12.0,0.1,5.0,0.75,0.9,0.8181818181818182,0.762962962962963,0.7402597402597403,0.39581529581529584,0.6041847041847043,0.2597402597402597,0.7345301757066464,0.7402597402597403,0.7225501770956317,0.762962962962963,0.641,0.0,0.64,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,8,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.327021121631464,0.3377399364164394,0.4844115852709834,74.2354522680628,101.51643929126622,71.96830017538234,120.00581614567211,-48.037515970289775,0.9346532490309395,1.5585170928009366,-0.623863843769997,17.616098517370702,0.22878050022559354,1887.3907422149734,0.74,37.0,0.4074074074074074,11.0,0.5925925925925926,16.0,0.26,13.0,0.7708333333333334,0.74,0.7551020408163266,0.7288888888888889,0.6883116883116883,0.3557190957190957,0.6442809042809042,0.3116883116883117,0.6940028362442155,0.6883116883116883,0.6906970580439968,0.7288888888888889,0.658,0.0,0.65,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
pima_diabetes,8,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01911280002E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.37651821862348184,0.26423910844373727,0.4213133521778151,58.07992365476068,88.29316358119935,71.96830017538234,59.72788109362219,12.240419081760152,0.9346532490309395,0.7756867674496388,0.15896648158130067,29.018583801386264,0.3768647246933281,3109.0542758329475,0.9,45.0,0.5555555555555556,15.0,0.4444444444444444,12.0,0.1,5.0,0.75,0.9,0.8181818181818182,0.8903703703703704,0.7402597402597403,0.39581529581529584,0.6041847041847043,0.2597402597402597,0.7345301757066464,0.7402597402597403,0.7225501770956317,0.8903703703703705,0.669,0.0,0.67,0.0,13813.0,71793.0,9779.0,?,?,?,?,?,?,?
